Cartinna|Cartinna=Cārtīnna|0|||ae, f.|
Carusa|Carusa|0|||ae, f.|
Carynia|Carynia=Carynĭa|0|||ae, f.|
casellulla|casellulla=casēllūlla|0|||ae, f.|
casmilla|casmilla=cāsmīlla|0|||ae, f.|
Cassera|Cassĕra=Cāssĕra|0|||ae, f.|
Casuaga|Casuaga=Casŭaga|0|||ae, m.|
catachana|cătăchāna|0|||ae, f.|
catarracta|cătarracta=cătārrācta|0|||ae, f.|
caudula|caudŭla=cāudŭla|0|||ae, f.|
Caulonea|Caulōnea=Cāulōnĕa|0|||ae, f.|
cauponaria|caupōnārĭa=cāupōnārĭa|0|||ae, f.|
cava|căva|0|||ae, f.|
cavillula|căvillŭla=căvīllŭla|0|||ae, f.|
Cecina|Cēcīna|0|||ae, m.|
Cecinna|Cecinna=Cecīnna|0|||ae, m.|
Celadusa|Cĕlădusa|0|||ae, f.|
celocula|celōcula|0|||ae, f.|
centenodia|centēnōdĭa=cēntēnōdĭa|0|||ae, f.|
ceparia|cēpāria=cēpārĭa|0|||ae, f.|
Ceperaria|Ceperarĭa|0|||ae, f.|
Cephaleniallania|Cĕphălēnĭallānia=Cĕphălēnĭāllānĭa|0|||ae, f.|
Cepia|Cepĭa|0|||ae, f.|
cepula|cēpula|0|||ae, f.|
cerasta|cĕrasta=cĕrāsta|0|||ae, f.|
Cercinna|Cercinna=Cērcīnna|0|||ae, f.|
Cervaria|Cervārĭa=Cērvārĭa|0|||ae, f.|
Cesennia|Cesennĭa=Cesēnnĭa|0|||ae, f.|
Cestria|Cestrĭa=Cēstrĭa|0|||ae, f.|
ceua2|ceua2=cēua|0|||ae, f.|
Charbrusa|Charbrusa=Chārbrusa|0|||ae, f.|
Charita|Chărĭta|0|||ae, f.|
Charmodara|Charmodara=Chārmodara|0|||ae, f.|
chartapola|chartapōla=chārtapōla|0|||ae, m.|
chelynia|chĕlynĭa|0|||ae, f.|
chema|chēma|0|||ae, f.|
Chia|Chīa|0|||ae, f.|
chiliarcha|chiliarcha=chilĭārcha|0|||ae, m.|
chiliodynamia|chīlĭŏdўnămĭa|0|||ae, f.|
Chimera|Chĭmēra|0|||ae, f.|
chlaena|chlaena=chlāena|0|||ae, f.|
Chlamydia|Chlămўdĭa|0|||ae, f.|
chlora|chlora|0|||ae, f.|
Choara|Chŏara|0|||ae, f.|
Choba|Choba|0|||ae, f.|
chondrilla|chondrilla=chōndrīlla|0|||ae, f.|
chordula|chordula=chōrdula|0|||ae, f.|
Chosdroena|Chosdroēna=Chōsdrŏēna|0|||ae, f.|
Cillaba|Cillaba=Cīllaba|0|||ae, f.|
Cingilla|Cingilla=Cīngīlla|0|||ae, f.|
Cinyria|Cĭnўrīa|0|||ae, f.|
circanea|circānĕa=cīrcānĕa|0|||ae, f.|
circitura|circĭtūra=cīrcĭtūra|0|||ae, f.|
Cirra|Cirra=Cīrra|0|||ae, f.|
citocacia|cĭtŏcăcĭa|0|||ae, f.|
civica|cīvĭca|0|||ae, f.|
clabula|clābŭla|0|||ae, f.|
clavatura|clāvātūra|0|||ae, f.|
Clea|Clĕa|0|||ae, f.|
Cluana|Clŭāna|0|||ae, f.|
Cluentia|Clŭentĭa=Clŭēntĭa|0|||ae, f.|
cluma|clūma|0|||ae, f.|
Clytemestra|Clўtemēstra|0|||ae, f.|
coapostata|coapostata=cŏapōstata|0|||ae, m.|
Coboea|Coboea=Cobōea|0|||ae, f.|
Cobucla|Cobucla=Cobū̆cla|0|||ae, f.|
cocleola|coclĕŏla=cō̆clĕŏla|0|||ae, f.|
coeliaca|coelĭăca=cōelĭăca|0|||ae, f.|
coenatiuncula|coenātĭuncŭla=cōenātĭūncŭla|0|||ae, f.|
coevangelista|cŏevangĕlista=cŏevāngĕlīsta|0|||ae, m.|
cognoscentia|cōgnōscentia=cōgnōscēntĭa|0|||ae, f.|
Colicaria|Colicārĭa|0|||ae, f.|
collicrepida|collicrepida=cōllī̆crepida|0|||ae, m.|
collifana|collifana=cōllifana|0|||ae, f.|
Colobona|Colobōna|0|||ae, f.|
coloniaria|cŏlōnĭārĭa|0|||ae, f.|
Colophona|Cŏlŏphōna|0|||ae, f.|
Colophonia|Colophōnĭa|0|||ae, f.|
Combulteria|Combultĕrĭa=Cōmbūltĕrĭa|0|||ae, f.|
Combuteria|Combuteria=Cōmbuterĭa|0|||ae, f.|
Commagena|Commāgēna=Cōmmāgēna|0|||ae, f.|
Commotria|Commōtrĭa=Cōmmōtrĭa|0|||ae, f.|
comotria|comōtria=comōtrĭa|0|||ae, f.|
compropheta|comprŏphēta=cōmprŏphēta|0|||ae, m.|
concapsa|concapsa=cōncāpsa|0|||ae, f.|
concinnatura|concinnātūra=cōncīnnātūra|0|||ae, f.|
concla|concla=cōncla|0|||ae, f.|
concubinula|concŭbīnŭla=cōncŭbīnŭla|0|||ae, f.|
condama|condăma=cōndăma|0|||ae, f.|
conduma|condŭma=cōndŭma|0|||ae, f.|
confixura|confixūra=cōnfīxūra|0|||ae, f.|
conniventia|connīventĭa=cōnnīvēntĭa|0|||ae, f.|
consponsa|consponsa=cōnspōnsa|0|||ae, f.|
consponsata|consponsāta=cōnspōnsāta|0|||ae, f.|
Contenebra|Contĕnĕbra=Cōntĕnĕbra|0|||ae, f.|
Conterebromia|Contĕrĕbrŏmĭa=Cōntĕrĕbrŏmĭa|0|||ae, f.|
Contosolia|Contosolĭa=Cōntosolĭa|0|||ae, f.|
Contributa|Contrĭbūta=Cōntrĭbūta|0|||ae, f.|
Coralliba|Coralliba=Corālliba|0|||ae, f.|
Cordylussa|Cordylussa=Cōrdylūssa|0|||ae, f.|
corocta|cŏrŏcta|0|||ae, m.|
Corolia|Corolĭa|0|||ae, f.|
corrumptela|corrumptēla=cōrrūmptēla|0|||ae, f.|
cosmeta|cosmēta=cōsmēta|0|||ae, m.|
cosmopoeia|cosmopoeĭa=cōsmopōeĭa|0|||ae, f.|
Cossutia|Cossŭtĭa=Cōssŭtĭa|0|||ae, f.|
Cosura|Cŏsūra|0|||ae, f.|
Cothonea|Cōthōnēa|0|||ae, f.|
Cotinusa|Cŏtĭnūsa|0|||ae, f.|
Cotinussa|Cŏtĭnussa=Cŏtĭnūssa|0|||ae, f.|
Cottonara|Cottonara=Cōttonara|0|||ae, f.|
Covella|Cŏvella=Cŏvēlla|0|||ae, f.|
Crambussa|Crambussa=Crāmbūssa|0|||ae, f.|
Cranda|Cranda=Crānda|0|||ae, f.|
Crania|Cranĭa|0|||ae, m.|
Cratea|Cratēa|0|||ae, f.|
Cratia|Cratīa|0|||ae, f.|
crea|crea=crĕa|0|||ae, f.|
Crenacca|Crenacca=Crenācca|0|||ae, m.|
creobula|creŏbūla=crĕŏbūla|0|||ae, f.|
crepa|crĕpa|0|||ae, f.|
Crexa|Crexa=Crēxa|0|||ae, f.|
crocodilina|crŏcŏdīlĭna|0|||ae, f.|
crocophantia|crocophantia=crocophāntĭa|0|||ae, f.|
crocua|crŏcŭa|0|||ae, f.|
crocufantia|crocufantia=crocufāntĭa|0|||ae, f.|
crocyfantia|crocyfantia=crocyfāntĭa|0|||ae, f.|
Cromna|Cromna=Crōmna|0|||ae, f.|
crustaria|crustārĭa=crūstārĭa|0|||ae, f.|
Cuballa|Cuballa=Cubālla|0|||ae, f.|
culilla|culilla=culīlla|0|||ae, f.|
Cumania|Cumānĭa|0|||ae, f.|
cunica|cŭnica|0|||ae, f.|
cupedia|cūpēdĭa|0|||ae, f.|
cuppa|cuppa=cūppa|0|||ae, f.|
curcuba|curcŭba=cūrcŭba|0|||ae, f.|
Curiga|Curiga|0|||ae, f.|
Curunda|Curunda=Curūnda|0|||ae, f.|
custodiola|custōdĭŏla=cūstōdĭŏla|0|||ae, f.|
Cydara|Cydara|0|||ae, m.|
cymbalaria|cymbălārĭa=cȳmbălārĭa|0|||ae, f.|
cynocephalea|cўnŏcĕphălēa|0|||ae, f.|
cynorroda|cўnorrŏda=cўnōrrŏda|0|||ae, f.|
Cyparia|Cўpăria=Cўpărĭa|0|||ae, f.|
cyrnea|cyrnĕa=cȳrnĕa|0|||ae, f.|
Cyta|Cўta|0|||ae, f.|
Damea|Damēa|0|||ae, f.|
Danagula|Danagŭla|0|||ae, f.|
Dania|Dānĭa|0|||ae, f.|
danistaria|dănistārĭa=dănīstārĭa|0|||ae, f.|
Daphnusa|Daphnūsa|0|||ae, f.|
Daphusa|Daphusa|0|||ae, f.|
dasea|dăsēa|0|||ae, f.|
Daunia|Daunĭa=Dāunĭa|0|||ae, f.|
Davana|Davana|0|||ae, f.|
decanissa|dĕcănissa=dĕcănīssa|0|||ae, f.|
defensiuncula|dēfēnsiuncula=dēfēnsĭūncula|0|||ae, f.|
deflexura|dēflexura=dēflēxura|0|||ae, f.|
Delgovitia|Delgovitĭa=Dēlgovitĭa|0|||ae, f.|
delicata|dēlĭcāta|0|||ae, f.|
Demonassa|Dēmōnassa=Dēmōnāssa|0|||ae, f.|
Demosthea|Dēmosthĕa=Dēmōsthĕa|0|||ae, f.|
Denda|Denda=Dēnda|0|||ae, f.|
denigratura|denigratura=denī̆gratura|0|||ae, f.|
Denna|Denna=Dēnna|0|||ae, f.|
depesta|dĕpesta=dĕpēsta|0|||ae, f.|
depictura|dēpictūra=dēpīctūra|0|||ae, f.|
Derrha|Derrha=Dērrha|0|||ae, f.|
despoliatura|dēspoliātūra=dēspolĭātūra|0|||ae, f.|
diacolea|dĭăcolēa|0|||ae, f.|
diagentiana|dĭăgentĭāna=dĭăgēntĭāna|0|||ae, f.|
dianoea|dĭănoea=dĭănōea|0|||ae, f.|
diaphora|dĭăphŏra|0|||ae, f.|
diaristolochia|dĭăristŏlochia=dĭărīstŏlochĭa|0|||ae, f.|
Dictaea|Dictaea=Dīctāea|0|||ae, f.|
Diethusa|Diethūsa=Dĭethūsa|0|||ae, f.|
Digba|Digba=Dīgba|0|||ae, f.|
dilatura|dīlātūra|0|||ae, f.|
Dindymena|Dindўmēna=Dīndўmēna|0|||ae, f.|
Dinia|Dīnĭa|0|||ae, f.|
dinoscentia|dīnōscentia=dīnōscēntĭa|0|||ae, f.|
Diocaesarea|Dĭŏcaesărēa=Dĭŏcāesărēa|0|||ae, f.|
diodela|dĭodēla|0|||ae, f.|
Dionigena|Dĭōnĭgĕna|0|||ae, m.|
